,PPG
4823,29744
4824,29800
4825,29800
4826,29800
4827,29824
4828,29816
4829,29832
4830,29832
4831,29848
4832,29856
4833,29864
4834,29832
4835,29848
4836,29880
4837,29872
4838,29880
4839,29880
4840,29880
4841,29880
4842,29872
4843,29904
4844,29888
4845,29856
4846,29904
4847,29912
4848,29872
4849,29912
4850,29928
4851,29904
4852,29928
4853,29912
4854,29968
4855,29960
4856,29984
4857,29960
4858,29984
4859,29960
4860,29984
4861,30016
4862,30016
4863,29992
4864,29992
4865,29984
4866,30024
4867,30024
4868,30032
4869,30048
4870,30048
4871,30064
4872,30080
4873,30088
4874,30088
4875,30096
4876,30096
4877,30088
4878,30088
4879,30032
4880,29952
4881,29840
4882,29760
4883,29680
4884,29624
4885,29552
4886,29544
4887,29536
4888,29528
4889,29512
4890,29536
4891,29568
4892,29592
4893,29632
4894,29640
4895,29680
4896,29688
4897,29688
4898,29728
4899,29728
4900,29752
4901,29760
4902,29776
4903,29776
4904,29824
4905,29784
4906,29768
4907,29768
4908,29752
4909,29728
4910,29696
4911,29656
4912,29688
4913,29656
4914,29656
4915,29696
4916,29696
4917,29680
4918,29696
4919,29720
4920,29728
4921,29736
4922,29776
4923,29808
4924,29800
4925,29824
4926,29848
4927,29848
4928,29848
4929,29872
4930,29872
4931,29864
4932,29888
4933,29872
4934,29880
4935,29864
4936,29896
4937,29912
4938,29880
4939,29864
4940,29896
4941,29880
4942,29888
4943,29912
4944,29896
4945,29920
4946,29880
4947,29920
4948,29920
4949,29928
4950,29904
4951,29912
4952,29936
4953,29952
4954,29960
4955,29968
4956,29952
4957,30000
4958,30008
4959,30016
4960,30008
4961,30008
4962,30024
4963,30032
4964,30024
4965,30000
4966,30008
4967,30064
4968,30056
4969,30040
4970,30072
4971,30072
4972,30104
4973,30112
4974,30112
4975,30120
4976,30104
4977,30064
4978,30024
4979,29920
4980,29824
4981,29736
4982,29640
4983,29584
4984,29560
4985,29544
4986,29520
4987,29544
4988,29504
4989,29552
4990,29544
4991,29584
4992,29600
4993,29656
4994,29656
4995,29664
4996,29680
4997,29712
4998,29704
4999,29728
5000,29736
5001,29720
5002,29744
5003,29760
5004,29752
5005,29744
5006,29744
5007,29728
5008,29728
5009,29704
5010,29672
5011,29664
5012,29640
5013,29680
5014,29656
5015,29640
5016,29656
5017,29680
5018,29688
5019,29712
5020,29744
5021,29760
5022,29792
5023,29800
5024,29832
5025,29840
5026,29856
5027,29840
5028,29856
5029,29856
5030,29872
5031,29880
5032,29896
5033,29880
5034,29872
5035,29896
5036,29880
5037,29880
5038,29864
5039,29888
5040,29864
5041,29888
5042,29872
5043,29872
5044,29928
5045,29888
5046,29888
5047,29920
5048,29952
5049,29928
5050,29968
5051,29944
5052,29944
5053,29952
5054,29976
5055,30008
5056,29968
5057,30016
5058,29992
5059,30008
5060,30024
5061,30000
5062,30040
5063,30064
5064,30040
5065,30048
5066,30048
5067,30088
5068,30096
5069,30072
5070,30104
5071,30120
5072,30120
5073,30136
5074,30136
5075,30128
5076,30112
5077,30048
5078,29936
5079,29832
5080,29712
5081,29632
5082,29584
5083,29544
5084,29488
5085,29504
5086,29472
5087,29480
5088,29488
5089,29528
5090,29536
5091,29544
5092,29568
5093,29608
5094,29608
5095,29648
5096,29632
5097,29648
5098,29648
5099,29632
5100,29696
5101,29704
5102,29704
5103,29696
5104,29728
5105,29688
5106,29696
5107,29672
5108,29672
5109,29664
5110,29632
5111,29640
5112,29632
5113,29632
5114,29624
5115,29648
5116,29640
5117,29648
5118,29704
5119,29720
5120,29728
5121,29752
5122,29736
5123,29800
5124,29776
5125,29808
5126,29768
5127,29848
5128,29848
5129,29848
5130,29808
5131,29832
5132,29832
5133,29856
5134,29848
5135,29872
5136,29864
5137,29864
5138,29840
5139,29872
5140,29888
5141,29888
5142,29896
5143,29888
5144,29880
5145,29864
5146,29888
5147,29888
5148,29880
5149,29936
5150,29904
5151,29920
5152,29912
5153,29944
5154,29944
5155,29976
5156,29984
5157,30000
5158,30000
5159,30000
5160,30024
5161,30024
5162,30032
5163,30024
5164,30024
5165,30032
5166,30040
5167,30064
5168,30056
5169,30064
5170,30064
5171,30104
5172,30080
5173,30112
5174,30112
5175,30112
5176,30144
5177,30144
5178,30112
5179,30136
5180,30152
5181,30096
5182,30024
5183,29928
5184,29792
5185,29704
5186,29624
5187,29592
5188,29544
5189,29536
5190,29520
5191,29528
5192,29520
5193,29520
5194,29584
5195,29592
5196,29632
5197,29632
5198,29656
5199,29720
5200,29680
5201,29720
5202,29736
5203,29744
5204,29760
5205,29784
5206,29792
5207,29768
5208,29784
5209,29784
5210,29768
5211,29760
5212,29744
5213,29712
5214,29656
5215,29672
5216,29688
5217,29696
5218,29688
5219,29712
5220,29720
5221,29728
5222,29736
5223,29752
5224,29792
5225,29792
5226,29816
5227,29824
5228,29816
5229,29840
5230,29856
5231,29888
5232,29864
5233,29888
5234,29864
5235,29912
5236,29888
5237,29928
5238,29912
5239,29920
5240,29872
5241,29928
5242,29912
5243,29904
5244,29904
5245,29936
5246,29912
5247,29928
5248,29920
5249,29952
5250,29920
5251,29952
5252,29952
5253,29936
5254,29960
5255,29944
5256,29984
5257,29992
5258,29992
5259,30008
5260,30008
5261,30016
5262,30032
5263,30024
5264,30064
5265,30048
5266,30024
5267,30064
5268,30088
5269,30080
5270,30072
5271,30104
5272,30096
5273,30120
5274,30128
5275,30152
5276,30160
5277,30160
5278,30136
5279,30152
5280,30152
5281,30088
5282,30008
5283,29920
5284,29800
5285,29704
5286,29648
5287,29616
5288,29576
5289,29568
5290,29552
5291,29560
5292,29584
5293,29624
5294,29632
5295,29648
5296,29672
5297,29712
5298,29704
5299,29720
5300,29792
5301,29784
5302,29784
5303,29824
5304,29824
5305,29864
5306,29880
5307,29872
5308,29872
5309,29840
5310,29832
5311,29824
5312,29784
5313,29776
5314,29760
5315,29728
5316,29744
5317,29744
5318,29752
5319,29776
5320,29784
5321,29800
5322,29792
5323,29824
5324,29824
5325,29872
5326,29904
5327,29888
5328,29912
5329,29952
5330,29952
5331,29936
5332,29944
5333,29976
5334,29968
5335,29976
5336,29984
5337,30008
5338,29960
5339,30000
5340,30008
5341,29992
5342,29992
5343,30024
5344,30008
5345,30008
5346,30008
5347,30032
5348,30056
5349,30040
5350,30040
5351,30048
5352,30072
5353,30040
5354,30048
5355,30056
5356,30072
5357,30080
5358,30080
5359,30088
5360,30128
5361,30096
5362,30120
5363,30112
5364,30120
5365,30168
5366,30160
5367,30208
5368,30152
5369,30192
5370,30184
5371,30216
5372,30200
5373,30216
5374,30264
5375,30232
5376,30224
5377,30112
5378,30024
5379,29928
5380,29800
5381,29720
5382,29648
5383,29608
5384,29568
5385,29576
5386,29584
5387,29576
5388,29552
5389,29592
5390,29640
5391,29640
5392,29680
5393,29680
5394,29680
5395,29720
5396,29760
5397,29752
5398,29752
5399,29784
5400,29800
5401,29808
5402,29832
5403,29824
5404,29848
5405,29800
5406,29816
5407,29792
5408,29776
5409,29792
5410,29736
5411,29728
5412,29728
5413,29752
5414,29752
5415,29768
5416,29792
5417,29800
5418,29816
5419,29832
5420,29800
5421,29848
5422,29856
5423,29864
5424,29904
5425,29928
5426,29920
5427,29912
5428,29928
5429,29968
5430,29936
5431,29976
5432,29992
5433,29952
5434,29968
5435,29992
5436,29984
5437,30008
5438,29992
5439,29992
5440,30000
5441,30016
5442,29984
5443,30016
5444,29992
5445,29992
5446,29992
5447,30032
5448,30024
5449,30056
5450,30040
5451,30056
5452,30056
5453,30048
5454,30088
5455,30072
5456,30104
5457,30104
5458,30096
5459,30104
5460,30128
5461,30128
5462,30112
5463,30136
5464,30176
5465,30192
5466,30192
5467,30208
5468,30224
5469,30200
5470,30208
5471,30184
5472,30136
5473,30080
5474,29968
5475,29856
5476,29776
5477,29688
5478,29648
5479,29592
5480,29568
5481,29560
5482,29584
5483,29576
5484,29592
5485,29632
5486,29656
5487,29664
5488,29704
5489,29744
5490,29784
5491,29752
5492,29776
5493,29792
5494,29840
5495,29824
5496,29872
5497,29864
5498,29856
5499,29864
5500,29872
5501,29840
5502,29808
5503,29792
5504,29784
5505,29784
5506,29744
5507,29712
5508,29752
5509,29776
5510,29760
5511,29784
5512,29800
5513,29848
5514,29816
5515,29864
5516,29848
5517,29872
5518,29880
5519,29912
5520,29904
5521,29960
5522,29944
5523,29960
5524,29960
5525,29984
5526,29960
5527,29984
5528,30000
5529,29992
5530,30016
5531,29968
5532,29992
5533,29984
5534,30016
5535,29984
5536,29992
5537,30000
5538,30000
5539,29992
5540,29984
5541,30000
5542,29992
5543,30024
5544,30024
5545,30032
5546,30056
5547,30056
5548,30064
5549,30088
5550,30088
5551,30096
5552,30136
5553,30136
5554,30168
5555,30136
5556,30176
5557,30160
5558,30200
5559,30208
5560,30184
5561,30160
5562,30072
5563,29992
5564,29896
5565,29800
5566,29704
5567,29648
5568,29640
5569,29600
5570,29600
5571,29608
5572,29592
5573,29640
5574,29664
5575,29656
5576,29704
5577,29744
5578,29760
5579,29776
5580,29816
5581,29840
5582,29888
5583,29880
5584,29904
5585,29904
5586,29944
5587,29952
5588,29920
5589,29912
5590,29904
5591,29872
5592,29856
5593,29848
5594,29840
5595,29784
5596,29784
5597,29784
5598,29800
5599,29792
5600,29808
5601,29816
5602,29824
5603,29856
5604,29856
5605,29856
5606,29928
5607,29904
5608,29968
5609,29976
5610,29984
5611,30000
5612,30016
5613,30032
5614,30040
5615,30040
5616,30064
5617,30048
5618,30064
5619,30072
5620,30064
5621,30048
5622,30040
5623,30072
5624,30056
5625,30056
5626,30072
5627,30056
5628,30064
5629,30072
5630,30104
5631,30064
5632,30072
5633,30072
5634,30120
5635,30072
5636,30128
5637,30104
5638,30136
5639,30144
5640,30168
5641,30152
5642,30192
5643,30192
5644,30216
5645,30224
5646,30216
5647,30224
5648,30176
5649,30152
5650,30064
5651,29944
5652,29848
5653,29736
5654,29680
5655,29624
5656,29600
5657,29560
5658,29552
5659,29576
5660,29608
5661,29608
5662,29632
5663,29632
5664,29704
5665,29736
5666,29704
5667,29752
5668,29760
5669,29792
5670,29800
5671,29808
5672,29832
5673,29840
5674,29832
5675,29888
5676,29832
5677,29840
5678,29808
5679,29816
5680,29800
5681,29792
5682,29784
5683,29776
5684,29760
5685,29752
5686,29728
5687,29744
5688,29776
5689,29776
5690,29808
5691,29808
5692,29824
5693,29864
5694,29816
5695,29864
5696,29896
5697,29912
5698,29904
5699,29952
5700,29944
5701,29976
5702,29952
5703,29960
5704,29992
5705,29992
5706,29984
5707,30000
5708,29984
5709,30024
5710,29992
5711,30000
5712,30024
5713,30016
5714,30016
5715,30016
5716,30016
5717,30000
5718,30000
5719,30016
5720,30032
5721,30016
5722,30024
5723,30056
5724,30048
5725,30072
5726,30064
5727,30072
5728,30096
5729,30096
5730,30080
5731,30104
5732,30128
5733,30136
5734,30112
5735,30040
5736,30000
5737,29872
5738,29768
5739,29680
5740,29592
5741,29544
5742,29512
5743,29504
5744,29520
5745,29488
5746,29528
5747,29520
5748,29576
5749,29576
5750,29576
5751,29576
5752,29624
5753,29624
5754,29648
5755,29656
5756,29696
5757,29712
5758,29704
5759,29736
5760,29744
5761,29744
5762,29752
5763,29736
5764,29704
5765,29696
5766,29688
5767,29672
5768,29648
5769,29632
5770,29632
5771,29616
5772,29632
5773,29664
5774,29616
5775,29624
5776,29672
5777,29672
5778,29656
5779,29688
5780,29696
5781,29704
5782,29736
5783,29728
5784,29744
5785,29760
5786,29800
5787,29840
5788,29848
5789,29832
5790,29864
5791,29856
5792,29888
5793,29880
5794,29944
5795,29928
5796,29960
5797,30000
5798,30000
5799,30048
5800,30024
5801,30040
5802,30104
5803,30120
5804,30152
5805,30184
5806,30168
5807,30264
5808,30296
5809,30376
5810,30408
5811,30480
5812,30544
5813,30592
5814,30632
5815,30712
5816,30776
5817,30816
5818,30888
5819,30960
5820,30992
5821,30992
5822,30960
5823,30880
5824,30784
5825,30640
5826,30520
5827,30392
5828,30368
5829,30280
5830,30248
5831,30240
5832,30224
5833,30264
5834,30296
5835,30360
5836,30432
5837,30480
5838,30520
5839,30632
5840,30720
5841,30800
5842,30936
5843,31048
5844,31152
5845,31224
5846,31392
5847,31472
5848,31552
5849,31616
5850,31632
5851,31672
5852,31664
5853,31616
5854,31616
5855,31608
5856,31624
5857,31632
5858,31672
5859,31728
5860,31712
5861,31712
5862,31752
5863,31776
5864,31816
5865,31880
5866,31888
5867,31920
5868,31944
5869,32008
5870,32088
5871,32136
5872,32208
5873,32240
5874,32304
5875,32344
5876,32416
5877,32448
5878,32504
5879,32504
5880,32504
5881,32512
5882,32512
5883,32520
5884,32536
5885,32552
5886,32536
5887,32576
5888,32576
5889,32600
5890,32616
5891,32640
5892,32656
5893,32648
5894,32688
5895,32680
5896,32696
5897,32672
5898,32680
5899,32632
5900,32528
5901,32392
5902,31840
5903,31672
5904,31552
5905,31480
5906,31432
5907,31392
5908,31368
5909,31400
5910,31416
5911,31448
5912,31528
5913,31576
5914,31640
5915,31688
5916,31752
5917,31832
5918,31960
5919,32016
5920,32128
5921,32184
5922,32232
5923,32280
5924,32288
5925,32240
5926,32264
5927,32256
5928,32224
5929,32200
5930,32160
5931,32144
5932,32112
5933,32088
5934,32088
5935,32104
5936,32104
5937,32120
5938,32152
5939,32168
5940,32208
5941,32232
5942,32296
5943,32312
5944,32328
5945,32352
5946,32392
5947,32400
5948,32408
5949,32440
5950,32488
5951,32464
5952,32480
5953,32496
5954,32536
5955,32536
5956,32536
5957,32520
5958,32552
5959,32576
5960,32536
5961,32552
5962,32536
5963,32544
5964,32568
5965,32544
5966,32560
5967,32552
5968,32544
5969,32560
5970,32576
5971,32584
5972,32592
5973,32616
5974,32600
5975,32616
5976,32568
5977,32472
5978,32312
5979,32072
5980,31864
5981,31648
5982,31488
5983,31360
5984,31264
5985,31200
5986,31200
5987,31208
5988,31208
5989,31216
5990,31288
5991,31336
5992,31352
5993,31408
5994,31456
5995,31488
5996,31520
5997,31560
5998,31584
5999,31656
